Title,Time_Created,Category,Teaser
Government to draft plans to tackle haze,2019-09-26 19:43:00,Government or Public Policy, The government is in the process of drafting mid and long-term plans to address the haze problem in the country.
Najib catches conjunctivitis again; trial postponed,2019-09-11 11:08:00,Government or Public Policy," Datuk Seri Najib Razak has called in sick today, causing his 1Malaysia Development Bhd (1MDB) trial to be postponed."
Govt drafting National Human Resources Blueprint,2019-09-10 17:54:00,Government or Public Policy," Malaysia’s National Human Resources Blueprint (NHRB) is being drafted to analyse employment changes, human capital development and opportunities to spur the economy."
"Sabah Temporary Pass to replace IMM13, Kad Burung Burung, Census cert next year",2019-09-06 23:09:00,Government or Public Policy," The state government will issue Sabah Temporary Pass (PSS) to better manage foreign nationals residing in the state, starting June 1 next year."
"Govt approves RM21.6 billion plan that gives urban, rural folk equal access to Internet",2019-08-28 16:14:00,Government or Public Policy, The Cabinet has approved the implementation of a RM21.6 billion national connectivity plan that gives both the urban and rural population equal access to the Internet in an effort to reduce the digital divide.
Govt still considering proposal by Maju Holdings to take over PLUS highway,2019-08-22 21:03:00,Government or Public Policy, The government is still considering a proposal by Maju Holdings Sdn Bhd to take over PLUS Malaysia Sdn Bhd's (PLUS) highway.
"No cabinet reshuffle, maybe changes in portfolio, says Dr M",2019-08-22 18:56:00,Government or Public Policy," Prime Minister Tun Dr Mahathir Mohamad has denied rumours of Cabinet reshuffle, but said there may be changes in portfolios involving several ministers."
Cabinet approves khat lessons in Year 4 BM syllabus next year,2019-08-08 19:29:00,Government or Public Policy, The Cabinet has given the greenlight for the Education Ministry to introduce ‘khat’ in the Year Four Bahasa Melayu syllabus next year.
PKR senator: Law needed to 'protect men' from being seduced into committing sexual crimes,2019-07-31 19:18:00,Government or Public Policy," The Senate today heard a suggestion for a new law to be enacted to ""protect men"" with regard to sexual crimes."
"Home Ministry reviews SOP for citizenship applications, says Muhyiddin",2019-07-29 14:25:00,Government or Public Policy," The Home Ministry is to review the standard operating procedure (SOP) with regard to applications for citizenship to ensure that every application is considered more carefully, fairly and in a speedy manner."
More thumbs up for lowering of voting age,2019-07-28 15:54:00,Government or Public Policy, The lowering of the voting age from 21 to 18 years has certainly hit the “sweet spot”.
Dewan Negara passes amendment bill to lower voting age to 18,2019-07-25 21:29:00,Government or Public Policy," Ten days after the Constitution (Amendment) Bill 2019 to lower the voting age was passed at the Dewan Rakyat, the amendment was approved by the Dewan Negara today with a two-thirds majority."
Dewan Rakyat approves 'Vote 18',2019-07-16 19:11:00,Government or Public Policy, The Constitution (Amendment) Bill 2019 to lower the voting age to 18 was approved in the Dewan Rakyat with more than two-third majority.
Govt to come out with new fisheries policy,2019-07-16 17:11:00,Government or Public Policy, The Agriculture and Agro-based Industry Ministry will formulate a new fisheries policy to improve the living standard of the local fishing community.
"No discrepancies in state govt spending, says Terengganu MB",2019-07-16 14:43:00,Government or Public Policy," The federal government still owes the state government RM1.651 billion, which includes repayment for the construction of the East Coast Highway 2 (LPT 2) totalling RM1.431 billion and the Special Fund (Dana Khas) of RM220 million, the State Assembly was told today."
Dewan Rakyat to decide on voting age today (July 16),2019-07-16 12:27:00,Government or Public Policy, The Dewan Rakyat today will decide on the proposed amendments to the Federal Constitution to allow youths in the country to vote at the age of 18.
Dr M: New law to replace Sedition Act being drafted,2019-07-11 13:45:00,Government or Public Policy," The government will repeal the Sedition Act and replace it with a new law, said Prime Minister Tun Dr Mahathir Mohamad."
Opposition will vote in favour of amended voting age bill,2019-07-10 18:10:00,Government or Public Policy," The opposition bloc will support the proposed amendment to the Federal Constitution covering the lowering of voting age from 21 to 18, automatic voter registration, and the eligible age of electoral candidates, which will be tabled at the Dewan Rakyat tomorrow."
Muhyiddin: Illegal gambling laws under review,2019-07-09 22:34:00,Government or Public Policy, The Dewan Rakyat was told that existing laws on illegal gambling are being reviewed to make it more current and effective.
Opposition to back lower voting age only if govt meets all demands,2019-07-09 18:09:00,Government or Public Policy, The opposition parties will only back the constitutional amendment to lower the voting age from 21 to 18 if all their demands on the matter are met.
No local govt elections pending Cabinet decision,2019-07-08 13:57:00,Government or Public Policy," Local government elections will not be held anytime soon until a Cabinet decision is reached, the Dewan Rakyat was told today."
Yeo: Govt to shut down illegal factories in Pasir Gudang,2019-07-04 17:49:00,Government or Public Policy," A massive sweep will be conducted within a month to shut down factories operating illegally in Pasir Gudang, Johor."
"Automatic voter registration needs further Constitution amendment, says EC chief",2019-07-04 13:34:00,Government or Public Policy," Implementing automatic voter registration (AVR) needs further amendment to the Federal Constitution, said Election Commission chief Azhar Azizan Harun."
"In blow to Singapore's expansion, Malaysia bans sea sand exports",2019-07-03 13:04:00,Government or Public Policy," Malaysia, Singapore’s biggest source for sea sand, has banned the export of the commodity, according to officials in Kuala Lumpur, a move that traders said could complicate the island-state’s ambitious expansion plans on reclaimed land."
Govt prepared to study extending industry-residential buffer zone parameters,2019-07-02 17:28:00,Government or Public Policy," The government is prepared to study the recommendations that buffer zones between industrial and residential areas should be expanded from its current range of 50 and 500 metres, to one to two kilometres."
Views were sought over amendment to Peaceful Assembly Act: Muhyiddin,2019-07-01 18:21:00,Government or Public Policy, Home Minister Tan Sri Muhyiddin Yassin said studies have been conducted from “all angles” to decriminalise street demonstrations which are now regulated under the Peaceful Assembly Act 2012.
"Asset declaration motion for MPs tabled, debated in Parliament",2019-07-01 15:00:00,Government or Public Policy, A motion to compel all members of parliament (MPs) to declare their assets has been tabled for debate at the Dewan Rakyat here today.
Govt to table declaration of assets motion in upcoming parliament sitting,2019-06-27 20:52:00,Government or Public Policy, A motion warranting a mandatory declaration of assets among lawmakers from both sides of the political divide will be tabled at the upcoming parliament sitting.
Govt appoints new Naccol members to address cost of living issue,2019-06-25 14:18:00,Government or Public Policy," Deputy Prime Minister Datuk Seri Dr Wan Azizah Wan Ismail today announced the appointment of five new members of the National Cost of Living Action Council (Naccol), which comes into effect immediately."
Kota Kinabalu studying possible ban of plastic straws,2019-06-19 15:03:00,Government or Public Policy," Kota Kinabalu City Hall (DBKK) is studying the possibility of putting a ban on plastic straws in all eateries in the city, as implemented in Selangor."
Sim: Long-term plan for sports vital,2019-06-19 08:27:00,Government or Public Policy,"Deputy Youth and Sports Minister Steven Sim talks about his hectic life since he assumed office, the changes he has experienced and those he hopes to make:"
Govt plans nationwide port expansion,2019-06-18 20:01:00,Government or Public Policy," The government is planning to expand port areas nationwide to meet current and future demands, said Transport Minister Anthony Loke."
Socso to extend coverage to farmers and fishermen,2019-06-18 19:33:00,Government or Public Policy," The Human Resources Ministry plans to extend the personal and family protection scheme through Social Security Organisation (Sosco) contributions to farmers, rubber smallholders and fishermen."
KKMM to coordinate tech agencies to avoid overlapping functions,2019-06-18 15:15:00,Government or Public Policy, The Communications and Multimedia Ministry (KKMM) wants to coordinate technology and innovation related agencies in different ministries to avoid overlapping functions.
Govt studying introducing law on intrusion of privacy,2019-06-18 15:06:00,Government or Public Policy, The government is deliberating the possibility of enacting a new law relating to the intrusion of an individual’s privacy.
Cabinet approves acquisition of US drones worth RM80 million,2019-06-14 09:55:00,Government or Public Policy," Cabinet has approved the acquisition of twelve ScanEagle drones, or unmanned aerial vehicles (UAVs), from the United States, valued at almost RM80 million."
PM: Any good delivery system will fail without good users,2019-05-14 17:51:00,Government or Public Policy," Any good system will fall apart if its users fail to use it properly, Prime Minister tells civil servants today."
Govt mulling corporate governance taskforce,2019-05-14 16:13:00,Government or Public Policy, The government is looking into establishing a taskforce to coordinate efforts to make Malaysia an excellent nation under Corporate Governance Watch (CGW).
Govt tackling nurse shortage,2019-05-13 08:15:00,Government or Public Policy, THE Health Ministry is pulling out all the stops to resolve the shortage of nurses in government clinics and hospitals.
Liew Vui Keong: Sedition act to be abolished this year,2019-05-10 10:29:00,Government or Public Policy," The Sedition Act 1948 is expected to be abolished this year, said Law Minister in the Prime Minister’s Department Datuk Liew Vui Keong."
PM reflects on PH's successes,2019-05-10 08:19:00,Government or Public Policy," Tun Dr Mahathir Mohamad yesterday maintained his narrative on the government’s commitment in charting the direction of New Malaysia, despite setbacks stemming from legacy issues from the previous administration."
New economic direction to ensure shared prosperity,2019-05-10 08:13:00,Government or Public Policy," Tun Dr Mahathir Mohamad yesterday outlined a new economic direction for Malaysia, which aims to ensure that the people reap the fruits of shared prosperity and at the same time, resolve economic problems."
Government plans housing scheme for arts and entertainment fraternity,2019-05-09 17:45:00,Government or Public Policy," The government plans to introduce a special housing scheme for members of the arts, cultural and entertainment fraternity, the Dewan Negara was told today."
Dewan Negara passes Supplementary Supply Bill of RM4.133 billion,2019-05-07 20:59:00,Government or Public Policy, The Dewan Negara today approved the RM4.133 billion of Supplementary Supply (2018) 2019 Bill for additional expenditure with a majority vote after the third reading.
Kula: Several labour laws will be amended to empower workers,2019-05-01 15:14:00,Government or Public Policy, Human Resources Minister M. Kulasegaran said several labour laws in the country will be amended to wholly protect labourers in the country.
1.71 million civil servants on govt payroll as of March 2019,2019-04-30 17:16:00,Government or Public Policy," The number of civil servants as of March this year stands at a whopping 1.71 million, said Chief Secretray to the Government Datuk Seri Dr Ismail Bakar."
Govt finalising strategic partner for third national car,2019-04-29 19:51:00,Government or Public Policy, The government is currently in the final phase of deciding the strategic partner for the third national car project.
Water Resources Bill to address water pollution and river problems,2019-04-29 19:38:00,Government or Public Policy," The Water, Land and Natural Resources Ministry is in the midst of drafting a uniform and comprehensive Water Resources Bill to clamp down on water pollution."
Government approves 49 development projects worth RM2.28b for Sandakan,2019-04-23 15:26:00,Government or Public Policy," A total of 49 development projects in the Sandakan district, worth RM2.28 billion for the wellbeing of its people, had been approved by the government."
Internet connectivity may soon be listed under utilities,2019-04-22 18:19:00,Government or Public Policy," The Communications and Multimedia Ministry is proposing for internet connectivity to be listed under utilities on par with water and electricity supply, as part of its efforts to expand broadband penetration nationwide."
"We did not table amendment of Article 2 (1) in haste, says Liew",2019-04-12 21:09:00,Government or Public Policy, It looks like the proposed amendment Bill to Article 2(1) of the Federal Constitution may be put on the back burner for now.
DPM: Govt to appoint children's commissioner,2019-04-11 16:47:00,Government or Public Policy," The government has opted to appoint a children’s commissioner instead of establishing of a new commission to resolve issues relating to the protection of children, the Dewan Rakyat was told today."
"Dewan Rakyat passes Departure Levy Bill, Administration of Islamic Law Bill",2019-04-11 12:44:00,Government or Public Policy, Dewan Rakyat last night passed the Departure Levy Bill 2019 and the Administration of Islamic Law (Federal Territories) (Amendment) Bill 2018.
NSC Act amendments will empower King to declare 'security zones',2019-04-09 18:55:00,Government or Public Policy, The proposed amendments to the National Security Act (NSC) tabled for the first reading at the Dewan Rakyat today seeks to give the Yang di-Pertuan Agong the power to declare any area in Malaysia as a ‘security zone’.
Dr Dzulkefly: Ministries to go on daily 15-minute workout soon,2019-04-07 14:45:00,Government or Public Policy," The Cabinet has agreed that every ministry will have 15-minute exercise sessions every day to encourage a healthy lifestyle, said Health Minister Datuk Seri Dr Dzulkefly Ahmad."
Government to review SOP on granting citizenship: Muhyiddin,2019-04-01 19:25:00,Government or Public Policy, The government will review the existing Standard Operating Procedure (SOP) on granting citizenship.
PM: Govt to reintroduce procedures to address bureaucratic red tape,2019-03-25 19:32:00,Government or Public Policy," The government will reintroduce the old system that encompasses manual procedures, desk files and task flow charts for civil servants to address bureaucratic red tape, Tun Dr Mahathir Mohamad said today."
Gobind: Personal data protection law to be updated soon,2019-03-18 12:06:00,Government or Public Policy," The Communications and Multimedia Ministry, through Personal Data Protection Department, is in the midst of reviewing the Personal Data Protection Act (PDPA) 2010 to ensure it is up-to-date, in line with the latest development."
Gobind says committed to free speech following 'new law' for portals announcement,2019-03-12 12:13:00,Government or Public Policy, Communications and Multimedia Minister Gobind Singh Deo’s announcement yesterday that a new law is being mulled which would hold news portals accountable for inflammatory remarks by their readers triggered an uproar among free-speech advocates.
Govt to look into introducing Technology as a subject in education syllabus,2019-03-08 21:32:00,Government or Public Policy, The government is looking at introducing a Technology subject as part of the education syllabus.
Customs Dept: Sugar tax for beverages postponed to July 1,2019-03-07 20:57:00,Government or Public Policy," The government has decided to postpone the implementation of sugar tax on soft drinks and juices to July 1, from an earlier April 1 deadline."
New board for training institutes parked under Manpower Department,2019-03-07 15:53:00,Government or Public Policy, The government will form an Institute-Industry Management Board (IIMB) at all training institutes under the Manpower Department to create a local workforce which will enable Malaysia to become a high-income economy.
Govt urged to improve cops' welfare via IPCMC,2019-03-06 16:07:00,Government or Public Policy," The government has been urged to consider recommendations made by the Royal Commission of Inquiry (RCI), especially those which involve the welfare and wellbeing of police personnel, when it tables the Independent Police Complaints and Misconduct Commission (IPCMC) Bill in Parliament."
Malaysian Bar: Abolish the death penalty at next Parliament Sitting,2019-03-05 18:28:00,Government or Public Policy, The Malaysian Bar has urged the government to abolish the death penalty in the next Parliament sitting.
Malaysia and Brunei ink prisoners movement deal,2019-03-05 15:57:00,Government or Public Policy, Malaysia and Brunei today signed a memorandum of understanding on the movement of prisoners between the two countries.
Digital economy policy is being formulated - Gobind,2019-02-23 14:25:00,Government or Public Policy," The policy to empower digital economy is being formulated and is expected to be announced in the third quarter of this year, Communications and Multimedia Minister Gobind Singh Deo said."
Govt may introduce new law to combat social media abuse,2019-02-21 18:18:00,Government or Public Policy," The government is looking into the possibility to introduce new legislation or a parliamentary committee to curb misuse of social media which, if left unaddressed, can cause uncontrolled spread of hatred and extremist ideologies."
Gov't greenlights RCI on allegations of judicial misconduct,2019-02-21 11:53:00,Government or Public Policy, The government has decided to set up a Royal Commission of Inquiry (RCI) on recent allegations of misconduct in the judiciary.
"Stalking, prying upon another person will be made criminal offences - V.K Liew",2019-02-19 14:28:00,Government or Public Policy," Individuals who stalk, peep or pry upon another person will face legal action and punishment once the proposed legislation on the matter is brought to Parliament for debate and approval this year."
Cabinet to decide on tabling proposal to abolish death penalty next month,2019-02-14 13:42:00,Government or Public Policy," The Cabinet will make a decision on whether to table the proposal to abolish the death penalty in Parliament next month, said Minister in the Prime Minister’s Department Datuk Liew Vui Keong."
"Govt to declare war on human trafficking, forced labour [NSTTV]",2019-02-12 12:27:00,Government or Public Policy," The Human Resources Ministry is prepared to declare war on human trafficking and forced labour, its minister M. Kulasegaran said today."
Gov't only promotes own products - DPM,2019-02-07 15:10:00,Government or Public Policy, Deputy Prime Minister Datuk Seri Dr Wan Azizah Wan Ismail said today the government only promotes its own products but not private products.
Fed govt will continue cooperating with Sarawak - Baru Bian,2019-02-03 14:07:00,Government or Public Policy," The federal government will continue to cooperate with the state government for the advancement of Sarawakians, said Works Minister Baru Bian."
Govt to set up special body to deal with economic issues,2019-02-01 21:40:00,Government or Public Policy," The government will form a central body aimed at making decisions on issues involving the economy, Prime Minister Tun Dr Mahathir Mohamad said today."
Special Select Committee on Budget holds first meeting,2019-01-29 12:39:00,Government or Public Policy," The Special Select Committee on the Budget, one of six such panels comprising both government and opposition Parliament members, met for the first time yesterday."
"Over 100 laws to be enacted, amended, repealed - Liew",2019-01-24 08:45:00,Government or Public Policy," Over 100 laws will be enacted, amended, updated and repealed, said Minister in the Prime Minister’s Department (Law) Datuk Liew Vui Keong."
Kula: Ministry hoping to amend 'outdated' labour laws in coming Parliament sitting,2019-01-18 15:47:00,Government or Public Policy," The Human Resources Ministry is seeking to amend three acts, which it deems outdated, at the next Parliament sitting in March."
Govt to outlaw ketum growing,2019-01-17 19:09:00,Government or Public Policy," Soon, it will be an offence to plant ketum without permission. Deputy Prime Minister Datuk Seri Dr Wan Azizah Wan Ismail said today that growers would be required to get the approval of the local authorities and Health Ministry."
"New Act to tackle issues on unity, racial and religious sensitivities",2019-01-15 21:11:00,Government or Public Policy," Issues involving unity as well as racial and religious sensitivities, which now come under the Sedition Act, will be dealt with through new legislation, says Minister in the Prime Minister’s Department Datuk Seri Dr Mujahid Yusof Rawa."
Women's Ministry to discuss on how to implement sex education in schools,2019-01-10 19:44:00,Government or Public Policy," The Women, Family and Community Ministry will engage the Education Ministry soon on how to create a sex education subject in schools."
Mat Sabu: White paper on defence to be tabled in Parliament,2019-01-10 17:47:00,Government or Public Policy," The Defence Ministry will come up with a white paper which outlines a plan to develop the armed forces, as well as its principles and strategies."
"Gov't to enact law to protect monarchy from slander, attacks",2019-01-10 12:54:00,Government or Public Policy," The government is to enact new legislation to protect the sanctity of the institution of the monarchy from being humiliated and attacked by irresponsible people, Minister in the Prime Minister’s Department Datuk Liew Vui Keong said today."
"1,356 agencies, companies signed Corruption-Free Pledge in 2018",2019-01-09 18:41:00,Government or Public Policy," A total of 1,356 agencies and private companies signed the Corruption-Free Pledge (IBR) with the Malaysian Anti-Corruption Commission (MACC) last year."
"Govt will not backtrack on smoking ban, says health minister",2019-01-09 18:39:00,Government or Public Policy, Health Minister Datuk Seri Dr Dzulkefly Ahmad says the ministry will not backtrack on its decision to ban smoking at eateries.
HR Ministry to continue with 'Kaunter Khidmat Rakyat' programme,2019-01-05 13:56:00,Government or Public Policy, The Human Resource Ministry will continue with its ‘Kaunter Khidmat Rakyat’ programme to bring services provided by the ministry and its agencies closer to the people.
Guan Eng: More scanners at all entry points next year to combat smuggling,2018-12-23 15:12:00,Government or Public Policy," The government will install 69 scanners, worth RM700 million, at all entry points by the end of next year to curb smuggling activities."
National Anti-Corruption Plan to be launched on Jan 31 [NSTTV],2018-12-21 14:35:00,Government or Public Policy," The National Anti-Corruption Plan 2019-2023 (NACP) aimed to fully address governance, integrity and corruption issues will be launched by Prime Minister Tun Dr Mahathir Mohamad on Jan 31."
Dewan Negara passes 2019 Supply Bill,2018-12-18 22:46:00,Government or Public Policy, The Dewan Negara today approved the 2019 Supply Bill which has allocated RM314.5 billion for government expenditure.
Govt seeks to make HIV testing mandatory for non-Muslim couples seeking marriage as well,2018-12-17 20:44:00,Government or Public Policy," The Women, Family and Community Development Minister is holding discussions with the Home and Finance ministries to implement mandatory HIV testing for non-Muslim couples seeking to get married."
Patrons can smoke 3 meters away from eateries: Deputy Health Minister,2018-12-17 15:37:00,Government or Public Policy, Diners can still smoke following enforcement of the smoking ban at eateries.... so long as they stay 10 feet (3m) away from restaurants as they puff.
DPM: Malaysia to introduce welfare act for elderly,2018-12-14 22:46:00,Government or Public Policy," Malaysia will soon legislate an act to safeguard the rights and welfare of the elderly, Deputy Prime Minister Datuk Seri Dr Wan Azizah Wan Ismail said today."
Msia pushes reading nation aspiration under National Reading Decade programme,2018-12-13 20:19:00,Government or Public Policy, The Education Ministry has a long to-do list to promote reading culture in Malaysia under the 10-year National Reading Decade (DMK) 2021-2030 programme.
Deputy Home Minister: No more regular legalisation for illegals,2018-12-12 22:04:00,Government or Public Policy, The Home Ministry will no longer undertake the legalisation of illegal immigrant workers on a regular basis.
Perlis tables 2019 budget,2018-12-11 20:23:00,Government or Public Policy," The Perlis government today tabled the state budget for 2019 amounting to RM268.73 million that will see the implementation of previously shelved six high-impact projects, which are expected to drive its economy."
Nurini Kassim new CEO of Bernama,2018-12-11 14:14:00,Government or Public Policy," Nurini Kassim is the new chief executive officer of the Malaysian National News Agency (Bernama), Communications and Multimedia Minister Gobind Singh Deo announced today."
Education Ministry in the midst of reviewing 1BestariNet effectiveness,2018-12-11 13:41:00,Government or Public Policy," The Education Ministry is carrying out a review on the effectiveness of 1BestariNet which provides internet access to schools, especially in rural areas."
"UUCA amendment passed, allows students' political involvement on-campus",2018-12-10 22:16:00,Government or Public Policy," After 47 years, university and college students can now participate in on-campus political activities without fear of repercussion."
PM highlights importance of having an organised govt at closed door meet,2018-12-09 16:11:00,Government or Public Policy," Prime Minister Tun Dr Mahathir Mohamad today sent a strong message to his administration, reminding them on the need to be organised."
"Dispute will be settled through talks, Dr M",2018-12-08 17:41:00,Government or Public Policy," The row over airspace and territorial water boundaries between Malaysia and Singapore will be resolved through talks, Prime Minister Tun Dr Mahathir Mohamad said."
"Azmin: Malaysia to reduce oil output by 15,000 barrels per day",2018-12-08 16:17:00,Government or Public Policy," Malaysia has agreed to continue its voluntary commitment to reducing total oil output by 15,000 barrels per day from an earlier cut level of 20,000 barrels per day."
"Airspace and boundary claims should be resolved at negotiation table, Muhyiddin",2018-12-08 12:38:00,Government or Public Policy," The airspace and boundary claims between Singapore and Malaysia should be resolved at the negotiation table, Home Minister Tan Sri Muhyiddin Yassin said."
"No job loss in banking sector despite going cashless, says Kulasegaran",2018-12-06 17:51:00,Government or Public Policy, Human Resources Ministry today assured that going cashless will not result in reduction of manpower in the country's banking and financial sector.
Malaysia and Qatar boost cooperation,2018-12-06 14:54:00,Government or Public Policy," Malaysia and Qatar are ready to ramp up cooperation in various sectors, especially in trade and investment."
'Malaysia has political will to prosecute major cases despite AG's dual roles yet to be separated',2018-12-05 17:32:00,Government or Public Policy, Malaysia now has the political will to prosecute major cases despite separation between the offices of the Attorney-General (AG) and Public Prosecutor yet to take place.
National cyber security policy to be introduced next year - Gobind Singh,2018-12-03 15:27:00,Government or Public Policy," A national cyber security policy will be introduced in the first quarter of next year to curb cyber attacks, said Communications and Multimedia Minister Gobind Singh Deo."
Johor expects RM8 bln in FDI next year,2018-11-29 16:32:00,Government or Public Policy, Johor is eyeing RM8 billion in foreign direct investments (FDI) next year from some of the world’s largest corporations which will attest to investors’ confidence in its economic potential.
No deadline set for Malaysia to ratify CPTPP,2018-11-28 21:24:00,Government or Public Policy, The government has not set any deadline for ratifying the Comprehensive and Progressive Agreement for Trans-Pacific Partnership (CPTPP).
Syed Saddiq maintains stand against syariah-compliant clothes concept,2018-11-28 17:29:00,Government or Public Policy, Youth and Sports Minister Syed Saddiq Syed Abdul Rahman has maintained his stand against Terengganu’s move for Muslim athletes from the state to wear Syariah-compliant attire at every championship they take part in.
All housing agencies to be under Housing and Local Government Ministry,2018-11-27 14:03:00,Government or Public Policy," All government housing agencies will be placed under the Housing and Local Government Ministry to ensure that they are in compliance with the country’s affordable housing policy, the Dewan Rakyat was told today."
Zero Reject Policy will not affect Malaysian students' access to education,2018-11-27 13:13:00,Government or Public Policy, The Zero Reject Policy to allow pupils with no proper documentation to have access to education will not jeopardise the opportunity for other Malaysian children to obtain education.
"Baby Zara's case will not be tried in Court for Sexual Offences Against Children, to stay in criminal court",2018-11-26 13:46:00,Government or Public Policy," The court case involving the death of an 11-month-old baby girl at Bandar Baru Bangi will stay at the Criminal Court, said Mohamed Hanipa Maidin."
Waytha Moorthy reiterates govt commitment to uphold Article 153 of Constitution,2018-11-22 20:39:00,Government or Public Policy, P. Waytha Moorthy reiterated the government’s promise to not amend or abolish Article 153 of the Federal Constitution.
Govt mulling over enacting Parliamentary Services Commission Act,2018-11-22 18:34:00,Government or Public Policy, The government is studying enacting the Parliamentary Services Commission Act to ensure Parliament is free from influence by the executive branch of government.
Housing Ministry to review guidelines on Bahasa Melayu street signs,2018-11-22 17:57:00,Government or Public Policy, The Housing and Local Government Ministry will review the guidelines governing the use of Bahasa Melayu with regards to street signs.
"Vape, shisha to be included in cigarette ban",2018-11-22 09:10:00,Government or Public Policy," Electronic cigarettes (vape) and shisha containing nicotine will be included under the no smoking regulation in all food premises that will be enforced next year, Health Minister Datuk Seri Dr Dzulkefly Ahmad said."
"KL, Putrajaya, Labuan to continue using biodegradable, compostable products.",2018-11-19 20:18:00,Government or Public Policy," In a move to preserve the environment from the use of conventional and polystyrene plastic, industrial players in the Federal Territories will be required to use genuine biodegradable products in their transactions."
Special committee to monitor early children education institutions to be established,2018-11-19 19:09:00,Government or Public Policy, The government plans to gather all early children education institutions nationwide via the establishment of a special committee to monitor the setting up and operation of such institutions.
"Government, developers to find middle ground for KL projects",2018-11-19 15:51:00,Government or Public Policy, The 74 development projects in Kuala Lumpur that are currently being probed by Kuala Lumpur City Hall’s (DBKL) One Stop Centre will proceed after the government and developers come to a middle ground.
Govt will not abolish Article 153 of the Federal Constitution,2018-11-15 12:45:00,Government or Public Policy," The government will not abolish Article 153 of the Federal Constitution in favour of the International Convention on the Elimination of All Forms of Racial Discrimination (ICERD), Minister in the Prime Minister’s Department P. Waytha Moorthy said."
"Govt will not recalibrate 2019 Budget, says Guan Eng",2018-11-14 14:58:00,Government or Public Policy," The government will not recalibrate the 2019 Budget even if there is a drop in crude oil prices, said Finance Minister Lim Guan Eng."
Guan Eng: No tax on the wealthy to prevent shock to financial system,2018-11-14 12:54:00,Government or Public Policy," The government did not introduce capital gains tax on shares and other taxes on the wealthy in order to prevent capital flight from Malaysia, said Lim Guan Eng."
Government looking to make pre-marital courses compulsory for non-Muslim couples,2018-11-13 15:44:00,Government or Public Policy," With many couples divorcing due to petty reasons, the government will now move to make it compulsory for non-Muslim couples who want to get married in this country to attend a pre-marital course."
Anti-corruption element to be included in Civics subject next year,2018-11-13 15:40:00,Government or Public Policy, The Education Ministry will introduce education on anti-corruption into the Civics subject from next year.
"Defence, Enforcement and Security Industry Blueprint in the pipeline - Deputy Defence Minister",2018-11-13 15:23:00,Government or Public Policy, A new type of defence industry is needed to help generate and commercialise innovation.
KPDNKK to manage subsidised RON95 fleet card system,2018-11-09 12:08:00,Government or Public Policy," The Domestic Trade, Cooperatives and Consumerism Ministry (KPDNKK) has been entrusted to manage the fleet card system which will allow B40 Malaysians who own cars and motorcycles with 1,500cc and 125cc engines respectively, to buy subsidised RON95 petrol."
Govt looking at ways to identify valid social media account owners - Gobind,2018-11-04 23:48:00,Government or Public Policy," The government is in the process of determining the most appropriate method of identifying valid owners of social media accounts in the country, said Communications and Multimedia Minister Gobind Singh Deo."
Gov't has the right to determine minimum wage: Kula,2018-11-04 22:04:00,Government or Public Policy," The government’s decision to increase the minimum wage effective next year is not against the National Wage Consultative Council Act 2012, said Human Resource Minister, M. Kula Segaran."
"Govt hopes more supermarkets, retail outlets, hotel join food bank programme",2018-11-04 14:28:00,Government or Public Policy," The government wants more supermarkets, retail outlets and hotels throughout the country to join the Malaysian Food Bank programme to help feed needy people."
All toll hikes in the city to be frozen from 2019,2018-11-02 17:49:00,Government or Public Policy, Toll hikes on all highways in the city will be frozen from next year.
2019 Budget: Govt to set up Real Estate Investment Trust,2018-11-02 17:27:00,Government or Public Policy," The government will set up a Real Estate Investment Trust (REIT) for airports, said Finance Minister Lim Guan Eng today."
Government may introduce excise tax for sugary drinks,2018-11-01 14:51:00,Government or Public Policy, The government is mulling to introduce excise tax for sugary beverages to promote healthy living among Malaysians.
Inclusive economy to boost people's purchasing power,2018-10-30 15:45:00,Government or Public Policy, The government seeks to create an inclusive economy that would boost the people’s purchasing power.
(Updated) Capital gains tax implementation under Budget 2019 is mere speculation,2018-10-30 14:56:00,Government or Public Policy, The Economic Affairs Ministry dismissed as mere speculation that Capital Gains Tax (CGT) would be implemented under Budget 2019 to raise the country’s revenue.
"PM: With solid evidence, government will go after corrupt BN 'big boys'",2018-10-30 13:41:00,Government or Public Policy, The government will go after the ‘big boys’ under the previous Barisan Nasional (BN) government for corruption with concrete evidence that will stand in court.
Dr M makes it clear that there will be no deals with `criminals`,2018-10-30 12:08:00,Government or Public Policy, Tun Dr Mahathir Mohamad has made it clear that Parti Pribumi Bersatu Malaysia (Bersatu) will not cut any deals with “criminals” over the invitation for Umno members to join the party.
"Enact anti-hopping law, DAPSY tells govt",2018-10-28 14:02:00,Government or Public Policy, The DAP Socialist Youth (DAPSY) has urged the government to consider enacting an anti-hopping law to prevent elected representatives from deserting their parties.
Over 1.7 million individuals get M'sian citizenship since 1957: Muhyiddin,2018-10-25 17:22:00,Government or Public Policy," The government has granted citizenship to 1,713,198 eligible individuals since 1957 until May 30 this year, said Home Minister Tan Sri Muhyiddin Yassin today."
"Mat Sabu on working visit to China, checks on RMN ships",2018-10-24 08:26:00,Government or Public Policy," Defence Minister Mohamad Sabu checked on the progress of two Littoral Mission Ship (LMS) currently under construction for the Royal Malaysian Navy (RMN) when he visited the Shipyard in Wuhan, China, today."
