Title,Time_Created,Category,Teaser
Mustapa: No decision on 'travel bubble' yet,"Jun 18, 2020 @ 12:15pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The government has received a proposal for the implementation of a 'travel bubble' with neighbouring countries but has not finalised its decision on the matter.
PM launches Laksana Digital Dashboard,"Jun 16, 2020 @ 3:58pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: Prime Minister Tan Sri Muhyiddin Yassin has launched the Laksana Digital Dashboard to help the government monitor the implementation of Prihatin and Penjana.
Refund refusal: New law to deal with businesses,"Jun 11, 2020 @ 3:23pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: A new law will be introduced to deal with business operators who refuse to refund their clients after the cancellation of events such as weddings during the Movement Control Order (MCO), Defence Minister Datuk Seri Ismail Sabri Yaakob said."
Country to witness policy changes on employing foreigners,"Jun 4, 2020 @ 4:21pm",GOVERNMENT / PUBLIC POLICY,"PUTRAJAYA: The country will see big changes in the policy of employing foreign workers to curb the entry of illegal immigrants post Covid-19, said Senior Minister (Security Cluster) Datuk Seri Ismail Sabri Yaakob."
Tengku Zafrul: M'sia's next economic stimulus zooms on 3 key goals,"Jun 2, 2020 @ 5:26pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: Malaysia’s soon-to-be-unveiled Economic Recovery Plan (ERP) will focus on three main goals: empowering the rakyat, propelling businesses and stimulating the economy."
Govt mulling freeze on issuance of liquor-selling licence,"Jun 2, 2020 @ 11:06am",GOVERNMENT / PUBLIC POLICY,TELUK INTAN: The Housing and Local Government Ministry is ready to consider suspending the issuance of new licenses to sell liquor following a rise in the number of road accidents involving drunk drivers.
Govt mulling freeze on issuance of liquor-selling licence,"Jun 2, 2020 @ 11:06am",GOVERNMENT / PUBLIC POLICY,TELUK INTAN: The Housing and Local Government Ministry is ready to consider suspending the issuance of new licenses to sell liquor following a rise in the number of road accidents involving drunk drivers.
New law in the pipeline to mitigate Covid-19 impact,"May 22, 2020 @ 5:57pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The government is proposing a new Temporary Implementation Measures law to mitigate the economic, social and industrial impact of Covid-19."
M'sia's corporate liability provision to take effect on June 1,"May 21, 2020 @ 2:56pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The Malaysian Anti-Corruption Commission’s (MACC) corporate liability law will come into force on June 1.
"Covid-19 effects won't impact 12th Malaysia Plan, says Tengku Zafrul","May 7, 2020 @ 10:26pm",GOVERNMENT / PUBLIC POLICY,"PORT KLANG: The 12th Malaysia Plan (12MP) is not currently seen as being negatively impacted by the effects of the Covid-19 pandemic, said Finance Minister Tengku Datuk Seri Zafrul Abdul Aziz."
"12th Malaysia Plan to be reviewed, restructured in wake of Covid-19","Apr 27, 2020 @ 3:58pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The government will restructure the 12th Malaysia Plan (12MP) by taking into account the impacts of Covid-19, which has caused economic slowdown in the country as well as globally."
Cabinet members to give two months' salary to Covid-19 fund,"Mar 26, 2020 @ 3:19pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: All Cabinet members’ salaries will be deducted for the next two months and it will be forwarded to the Covid-19 fund, the Prime Minister’s Office (PMO) announced today."
"Six-month moratorium on bank loans, restructuring of credit card payments","Mar 25, 2020 @ 10:15am",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The government has announced a six-month moratorium on loan repayments and the restructuring of outstanding credit card balances involving about RM100 billion starting April 1.
More comprehensive measures to be unveiled next week,"Mar 23, 2020 @ 3:59pm",GOVERNMENT / PUBLIC POLICY,"PUTRAJAYA: Prime Minister Tan Sri Muhyiddin Yassin will unveil a more ""comprehensive"" economic stimulus package and assistance for the people on Mar 30."
Economic stimulus package to be reviewed,"Mar 11, 2020 @ 1:26pm",GOVERNMENT / PUBLIC POLICY,PUTRAJAYA: The government has agreed to review the economic stimulus package launched by the previous Pakatan Harapan government.
Economic Action Council formed,"Mar 11, 2020 @ 1:17pm",GOVERNMENT / PUBLIC POLICY,"PUTRAJAYA: As the dust settled after a political tumultuous period, newly-minted Prime Minister Tan Sri Muhyiddin Yassin wasted no time in working his machinery to get Malaysia's economy back on track."
Stimulus package to facilitate cash flow of businesses,"Feb 27, 2020 @ 8:36pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The 2020 Economic Stimulus Package will assist businesses most adversely affected by Covid-19 to facilitate their cash flow and reduce business costs, Interim Prime Minister Tun Dr Mahathir Mohamad said."
RM20 billion for 2020 Economic Stimulus Package,"Feb 27, 2020 @ 6:54pm",GOVERNMENT / PUBLIC POLICY,PUTRAJAYA: Interim Prime Minister Tun Dr Mahathir Mohamad today announced RM20 billion Economic Stimulus Package to economic risks associated with COVID-19 outbreak can be addressed effectively.
Malaysians@Work initiative to open for registration in April,"Feb 16, 2020 @ 4:37pm",GOVERNMENT / PUBLIC POLICY,"BUTTERWORTH: The Malaysians@Work or #MalaysiaKerja initiative, to be spearheaded by the Employees Provident Fund (EPF), will open for registration in April."
Move to set up Commission to reconcile aggrieved parties without involving police,"Feb 15, 2020 @ 4:57pm",GOVERNMENT / PUBLIC POLICY,KUALA TERENGGANU: The Bill to set up the Harmony and Reconciliation Commission is expected to be tabled in Parliament this year.
Stimulus package to be announced soon,"Feb 11, 2020 @ 5:16pm",GOVERNMENT / PUBLIC POLICY,PUTRAJAYA: The government is expected to announce a stimulus package to cushion the impact of the ongoing novel coronavirus outbreak latest by early next month.
"Malaysia won't use nuclear power, says PM","Feb 10, 2020 @ 4:24pm",GOVERNMENT / PUBLIC POLICY,"CYBERJAYA: Malaysia will not use nuclear power as a renewable energy source as the country’s knowledge in the field is inadequate, said Prime Minister Tun Dr Mahathir Mohamad."
"Malaysia, Pakistan ink extradition treaty","Feb 4, 2020 @ 5:48pm",GOVERNMENT / PUBLIC POLICY,PUTRAJAYA: Malaysia and Pakistan have formally signed a treaty on extradition today.
Science and Mathematics to be taught in English again,"Jan 31, 2020 @ 4:21pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: Science and Mathematics subjects will once again be taught in English.
"Do not abuse government aid, or risk it being revoked","Jan 30, 2020 @ 6:47pm",GOVERNMENT / PUBLIC POLICY,PUTRAJAYA: Prime Minister Tun Dr Mahathir Mohamad today said he would not hesitate to revoke government aids notably on cases of the Approved Permits (APs) being abused and sold off for profit.
Malaysia to announce additional measures to prevent spread of new China virus,"Jan 21, 2020 @ 11:39am",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: Malaysia has taken note of the World Health Organisation (WHO) announcement that it would convene an emergency panel meeting this week on the Severe Acute Respiratory Syndrome-(SARS) like virus which has spread beyond China’s borders.
Malaysia to announce additional measures to prevent spread of new China virus,"Jan 21, 2020 @ 11:39am",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: Malaysia has taken note of the World Health Organisation (WHO) announcement that it would convene an emergency panel meeting this week on the Severe Acute Respiratory Syndrome-(SARS) like virus which has spread beyond China’s borders.
RM66mil e-Tunai Rakyat disbursed so far [NSTTV],"Jan 20, 2020 @ 4:15pm",GOVERNMENT / PUBLIC POLICY,"CYBERJAYA: A total RM66 million has been disbursed to the people under the RM30 e-Tunai Rakyat initiative as of 9pm yesterday, Finance Minister Lim Guan Eng said."
Dr Habibah Abdul Rahim appointed as Education director-general,"Jan 16, 2020 @ 7:12pm",GOVERNMENT / PUBLIC POLICY,PUTRAJAYA: Dr Habibah Abdul Rahim has been appointed as the new Education director-general effective Jan 10.
PM: Malaysia is a rich country...but people not willing to work hard to reap the benefits,"Jan 14, 2020 @ 4:14pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: Bad values among certain quarters prevented the country from tapping into its actual potential in achieving greater economic growth.
e-Tunai Rakyat application period starts Jan 15; free RM30 for all [NSTTV],"Jan 14, 2020 @ 10:58am",GOVERNMENT / PUBLIC POLICY,"PUTRAJAYA: Malaysians aged 18 and above, with an annual income of RM100,000 and below, will be able to apply for the e-Tunai Rakyat initiative beginning 8am tomorrow (Jan 15)."
Guan Eng: Government to adopt 'considerate approach' towards taxpayers,"Jan 13, 2020 @ 3:28pm",GOVERNMENT / PUBLIC POLICY,"GEORGE TOWN: The government needs to achieve an equilibrium to increase revenue through tax collections while at the same time not burden taxpayers, Finance Minister Lim Guan Eng said today."
Dr M: Interim education minister only temporary,"Jan 12, 2020 @ 12:14am",GOVERNMENT / PUBLIC POLICY,LANGKAWI: Prime Minister Tun Dr Mahathir Mohamad has stressed that he will cease being the interim education minister once a suitable person is found to take over as the minister.
PM: Malaysia heading in the right direction,"Jan 10, 2020 @ 6:27pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: Prime Minister Tun Dr Mahathir Mohamad today reassured that the Pakatan Harapan (PH) government has a clear direction for the country despite being criticised.
No toll hikes in 2020,"Jan 9, 2020 @ 2:17pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: Pakatan Harapan (PH) is retaining its freeze on toll hikes for 2020.
PM: Civil servants must resolve to help develop Malaysia,"Jan 6, 2020 @ 11:10am",GOVERNMENT / PUBLIC POLICY,"PUTRAJAYA: Government sector workers’ resolutions for 2020 should be to work harder for the sake of Malaysia’s progress, regardless of their political affiliations, said Prime Minister Tun Dr Mahathir Mohamad."
PM hands over letter of appointment to Mohd Zuki,"Jan 2, 2020 @ 3:32pm",GOVERNMENT / PUBLIC POLICY,"PUTRAJAYA: Prime Minister Tun Dr Mahathir Mohamad today received a courtesy visit from the new Chief Secretary to the Government, Datuk Seri Mohd Zuki Ali, and his predecessor Tan Sri Dr Ismail Bakar."
Muhyiddin: Govt to form single border agency,"Dec 26, 2019 @ 9:41pm",GOVERNMENT / PUBLIC POLICY,"PUTRAJAYA: A border agency will be formed to oversee and strengthen security along national borders, said Home Minister Tan Sri Muhyiddin Yassin."
"Only new intake affected by critical allowance cut, says PSD","Dec 25, 2019 @ 6:57pm",GOVERNMENT / PUBLIC POLICY,"PUTRAJAYA: The abolishing of the Critical Service Incentive Payment (BIPK) will only affect civil servants who are appointed from January 1, 2020."
'Govt targets to eliminate middlemen',"Dec 10, 2019 @ 12:14pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The government is studying ways to reduce food prices and raise the income of producers by eliminating middlemen in the supply chain.
Liew: No reports of civil servants defying new govt,"Dec 5, 2019 @ 5:08pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: There have been no reports or cases of civil servants not complying with the new government in implementing its policies.
MCMC removes 78 per cent of fake social media accounts detected,"Dec 2, 2019 @ 2:16pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: A total of 3,877 fake accounts on social media have been detected, 78 per cent of which have been deleted by the Malaysian Communications and Multimedia Commission (MCMC) as of September, the Dewan Rakyat was told today."
Liew: MPs who fail to declare assets after Dec 5 deadline can be suspended,"Nov 27, 2019 @ 1:36pm",GOVERNMENT / PUBLIC POLICY,PUTRAJAYA: The Dewan Rakyat Speaker can cite members of parliament (MPs) who fail to declare their assets after the Dec 5 deadline for contempt.
"HRDF registration on steady rise, says chairman","Nov 21, 2019 @ 12:02pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The number of registered Malaysian employers and employees under the Human Resources Development Fund (HRDF) has steadily increased after Pakatan Harapan took over the government in May last year.
Amendment on Environmental Act to be tabled in Parliament next year,"Nov 6, 2019 @ 2:23pm",GOVERNMENT / PUBLIC POLICY,KOTA KINABALU: The proposed amendment to the Environmental Quality Act 1974 is expected to be tabled in Parliament next year.
PM: Draconian laws such as Sosma to be amended as soon as possible,"Nov 6, 2019 @ 8:49am",GOVERNMENT / PUBLIC POLICY,"PUTRAJAYA: Draconian laws, such as the Security Offences (Special Measures) Act 2012 (Sosma), will be amended as soon as possible."
PM: Draconian laws such as Sosma to be amended as soon as possible,"Nov 6, 2019 @ 8:49am",GOVERNMENT / PUBLIC POLICY,"PUTRAJAYA: Draconian laws, such as the Security Offences (Special Measures) Act 2012 (Sosma), will be amended as soon as possible."
Loke: Transport Ministry never introduced new legislation for lorry drivers [NSTTV],"Nov 2, 2019 @ 5:04pm",GOVERNMENT / PUBLIC POLICY,SEREMBAN: Transport Minister Anthony Loke said today that his ministry has not introduced new regulations or policies for lorry services.
Study on Sedition Act ongoing to ensure no loopholes,"Oct 31, 2019 @ 2:37pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The government is still carrying out a study on the Sedition Act 1948 to ensure that offences against the royal institution, races and religions (3Rs) are maintained, if it is repealed."
Govt to speed up decriminalisation of drug addiction among youth,"Oct 29, 2019 @ 2:53pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The government has formed a special committee to speed up the process of decriminalising drug addiction among youth.
Dr M: Farmers must change mindset and diversify,"Oct 27, 2019 @ 12:45am",GOVERNMENT / PUBLIC POLICY,"BAKU, Azerbaijan: Farmers are encouraged to venture into mixed farming on a large scale so that they can reap higher returns."
Dr M: Malaysia to open embassy to aid Palestine,"Oct 25, 2019 @ 11:05pm",GOVERNMENT / PUBLIC POLICY,"BAKU, Azerbaijan: As a counter to Israel's claim of Jerusalem as its capital and western countries support of it, Malaysia will open an embassy accredited to Palestine."
Cabinet gives green light to new Islamic administrative policy paper,"Oct 25, 2019 @ 9:38pm",GOVERNMENT / PUBLIC POLICY,"PUTRAJAYA: The Cabinet today endorsed the country’s new Islamic administrative policy paper, based on the Rahmah principles."
NAM members must uphold cardinal rule of Bandung principle,"Oct 24, 2019 @ 9:44pm",GOVERNMENT / PUBLIC POLICY,"BAKU, Azerbaijan: Repatriation of the Rohingya in a voluntary, safe and dignified manner must begin immediately."
"Budget constraints, poor training hampering efforts to tackle child sex crimes","Oct 24, 2019 @ 9:25pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: Budget constraints and insufficient training for staff handling victims of child sex crimes are hampering the government’s efforts to ensure justice is done in these cases.
"RM5.1b set aside to pay 1MDB, SRC debt service for 2019, 2020","Oct 22, 2019 @ 6:49pm",GOVERNMENT / PUBLIC POLICY,PUTRAJAYA: The government has set aside RM5.1 billion to pay off 1Malaysia Development Bhd’s (1MDB) and SRC International Sdn Bhd’s (SRC) debt service with RM2.4 billion for this year and RM2.7 billion for next year.
"Govt still reviewing aviation regulatory bodies, says PM","Oct 22, 2019 @ 2:49pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The government is still reviewing all institutions and regulatory bodies in the aviation sector, including the Malaysian Aviation Commission (Mavcom), to see if there is a need to disband them."
PM: Civil servants entitled to pension scheme benefits,"Oct 22, 2019 @ 1:02pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: Prime Minister Tun Dr Mahathir Mohamad today assured civil servants currently in service that they are entitled to receive pension benefits upon retirement.
Sabah and Sarawak urged to amend wildlife laws to tackle poaching and smuggling,"Oct 21, 2019 @ 3:38pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: Sabah and Sarawak have been urged to amend their wildlife protection laws to increase punishments for wildlife crimes.
Flying car prototype to be ready by year end: Redzuan,"Oct 17, 2019 @ 4:24pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: Malaysia’s flying car prototype is expected to be launched by the end of the year, says Entrepreneur Development Minister Datuk Seri Mohd Redzuan Md Yusof."
NFCP to bridge Orang Asli digital gap,"Oct 17, 2019 @ 2:48pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: Implementation of the National Fiberisation and Connectivity Plan (NFCP) will provide broadband access facilities in Orang Asli villages to further reduce the digital divide.
"Malaysia still needs Sosma, says Muhyiddin","Oct 16, 2019 @ 2:12pm",GOVERNMENT / PUBLIC POLICY,"PUTRAJAYA: Malaysia still needs the Security Offences (Special Measures) Act 2012 (Sosma) to fight terrorism activities in the country, says Home Minister Tan Sri Muhyiddin Yassin."
"LCCs, poverty among focus of Dewan Rakyat today","Oct 16, 2019 @ 9:53am",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The government's move to encourage low cost carriers either locally or internationally so that more Malaysians can enjoy cheaper air fares, is expected to steal the show at the Dewan Rakyat today."
Proactive steps demonstrate govt transparency in managing country's finances,"Oct 15, 2019 @ 5:36pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The government has taken several proactive measures to demonstrate its transparency in managing the country’s finances, says Finance Minister Lim Guan Eng."
PM: Price threshold for foreign property ownership lowered to avert crisis,"Oct 15, 2019 @ 12:54pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The government’s decision to lower the threshold on the prices of condominiums and apartments in urban areas for foreign ownership was made to prevent the country from descending into an economic crisis caused by a property supply overhang.
A-G's Report: Ceiling on government-guaranteed loans should be set,"Oct 14, 2019 @ 2:08pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: A policy on capping government-guaranteed loans should be established, said the Auditor-General’s Report for the federal government’s financial statement for the year 2018."
A-G's Report: Ceiling on government-guaranteed loans should be set,"Oct 14, 2019 @ 2:08pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: A policy on capping government-guaranteed loans should be established, said the Auditor-General’s Report for the federal government’s financial statement for the year 2018."
2020 Budget: Home Ministry allocation raised to RM16.9 billion,"Oct 11, 2019 @ 10:17pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The Home Ministry’s budget allocation has been increased from RM15.6 billion for this year to RM16.9 billion for next year.
NGOs say govt's 'women friendly' incentives timely,"Oct 11, 2019 @ 9:44pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: THE 2020 Budget has been hailed by non-governmental organisations and women activists as putting women issues at the centre of focus. In particular, it offers a slew of incentives to enhance women’s participation in the workforce."
"'Yes, GST will increase prices' [NSTTV]","Oct 11, 2019 @ 9:35pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: A consumer group and an economist have voiced their take on the Sales and Services Tax (SST) versus the Goods and Services Tax (GST) dilemma.
MEF lauds #MalaysiaKerja initiative [NSTTV],"Oct 11, 2019 @ 9:31pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The Malaysian Employers Federation (MEF) has applauded the Malaysians@Work or #MalaysiaKerja initiative as it will create better employment opportunities for youths, women and the latent workforce."
"2020 Budget: 'e-Sports allocation should be used on SEA Games athletes, ruling' [NSTTV]","Oct 11, 2019 @ 9:00pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: E-Sports associations welcomed the RM20 million allocation for local e-Sports industry, hoping that the money will be used on the 2019 SEA Games athletes and develop e-Sports regulations."
2020 Budget: Mixed reaction to biodiversity allocation,"Oct 11, 2019 @ 8:49pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: 2020 Budget’s allocation for preserving the environment has drawn mixed reactions from environmentalists and academics.
RM60 million to kickstart pneumococcal vaccination for children,"Oct 11, 2019 @ 8:49pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The government remains committed to ensuring access to quality healthcare for all, as part of its aspiration of creating an inclusive Malaysian society, through an allocation of RM30.6 billion for next year."
2020 Budget: Government plans to spend RM450m on electric buses,"Oct 11, 2019 @ 8:42pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The government plans to invest RM450 million to acquire up to 500 electric buses of various sizes to boost public transport in selected cities nationwide.
"Pikom welcomes Budget incentives, calls for setting up of Tech Ministry","Oct 11, 2019 @ 8:42pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The National ICT Association of Malaysia (Pikom) has praised the Government’s direct and indirect incentives for the information and communications technology (ICT) industry as outlined in the 2020 Budget today.
'What about your promise to abolish the Penang Bridge toll?',"Oct 11, 2019 @ 8:35pm",GOVERNMENT / PUBLIC POLICY,GEORGE TOWN: Gerakan has taken Finance Minister Lim Guan Eng to task over his failure to keep his promise to abolish the Penang Bridge toll.
2020 Budget: Artiste groups give thumbs up on increased EPF protection,"Oct 11, 2019 @ 8:31pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: Finance Minister Lim Guan Eng's announcement in the 2020 Budget that the Employees Provident Fund (EPF) will increase protection to workers under contract in the entertainment industry, has been welcomed by artiste associations."
"2020 Budget: RM48mil to preserve forests, natural biodiversity","Oct 11, 2019 @ 8:30pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The government will allocate RM48 million to preserve Malaysia’s pristine forests and natural biodiversity.
"2020 Budget: Empowering Bumiputera institutions, entrepreneurs","Oct 11, 2019 @ 8:26pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The government is allocating RM8 billion to assist Bumiputera institutions and entrepreneurs under the 2020 Budget, compared with RM7.6 billion allocated this year."
2020 Budget: Extra goodies for civil servants [NSTTV],"Oct 11, 2019 @ 8:25pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The government will fork out a special payment of RM500 each for civil servants of Grade 56 and below.
2020 Budget: RM10b allocation for rent-to-own financing scheme,"Oct 11, 2019 @ 8:22pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The government will collaborate with financial institutions to introduce a Rent To Own (RTO) financing scheme to assist those unable to afford the initial 10 per cent deposit and access to financing to buy homes.
"2020 Budget: RM100m to repair and refurbish low, medium-cost high-rise residential schemes","Oct 11, 2019 @ 8:17pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The government will set aside RM100 million for the repair and refurbishment of low and medium-cost strata housing.
2020 Budget: New tax band proposed for high-income earners,"Oct 11, 2019 @ 8:13pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The government has proposed to introduce a new band for taxable income in excess of RM2 million and taxed at 30 per cent, which is a 2 percentage point increase from the current 28 per cent rate."
2020 Budget: More opportunities for Grade 1 Bumi contractors,"Oct 11, 2019 @ 8:02pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The government is expanding opportunities for more Bumiputra contractors to take part in its procurement programme.
"2020 Budget: Minimum penalty of RM100,000 proposed for illegal gamblers","Oct 11, 2019 @ 7:40pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The government will propose a higher minimum penalty of RM100,000 for illegal gamblers."
"2020 Budget: Minimum penalty of RM100,000 proposed for illegal gamblers","Oct 11, 2019 @ 7:40pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The government will propose a higher minimum penalty of RM100,000 for illegal gamblers."
"2020 Budget: From 2021, Malaysians will be assigned Tax Identification Numbers","Oct 11, 2019 @ 7:32pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: Malaysians above the age of 18, as well as corporate entities, will be assigned a Tax Identification Number or TIN."
Second Penang Bridge toll rate for cars reduced by RM1.50,"Oct 11, 2019 @ 7:21pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: There will be a minimum of 18 per cent reduction of average toll charges across all PLUS highways.
"2020 Budget: More funds for rice farmers, cash crops to supplement income","Oct 11, 2019 @ 7:17pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The Government has increased the allocation for the Agriculture and Agro-based Industry Ministry from RM4.4 billion in 2019 to RM4.9 billion in 2020, in an effort to enhance farmers' income."
2020 Budget: RM85 million to ease congestion at Causeway,"Oct 11, 2019 @ 7:12pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: To ease congestion at the Johor Baru Causeway and Second Link, the Government will allocate RM85 million beginning 2020, towards enhancing vehicle and traffic flow through the Customs, Immigration and Quarantine Complex (CIQ)."
2020 Budget: Improved loan scheme to help SMEs,"Oct 11, 2019 @ 7:08pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The Skim Jaminan Pinjaman Perniagaan (SJPP) will be enhanced to better facilitate access to financing for small and medium enterprises (SMEs).
2020 Budget: RM2.2 billion for targeted fuel subsidy scheme,"Oct 11, 2019 @ 7:05pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The government will allocate RM2.2 billion for the proposed Fuel Subsidy Programme (PSP), which is set to benefit more than eight million motorists nationwide."
Education Ministry largest 2020 Budget recipient with RM64.1b [NSTTV],"Oct 11, 2019 @ 6:53pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The Education Ministry is the biggest recipient of the 2020 Budget with an allocation of RM64.1 billion, RM3.9 billion more than this year's allocation."
"Finance Ministry: Productivity-linked wage system to benefit employers, employees","Oct 11, 2019 @ 6:49pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The implementation of the Productivity-linked Wage System (PLWS) is expected to benefit both employers and employees and ensure that both sides obtain a fair share of the gains from productivity or performance improvement, says the Finance Ministry."
2020 Budget: Gov't will honour loan commitments inherited from previous administration,"Oct 11, 2019 @ 6:47pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The government's commitment to repay all loan obligations inherited from the past administration has never wavered, said Finance Minister Lim Guan Eng."
2020 Budget: Soft loans for oil palm replanting incentives,"Oct 11, 2019 @ 6:38pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: Finance Minister Lim Guan Eng, in tabling the 2020 Budget in Parliament today, expressed the government’s concern over the impact of low rubber and palm oil prices on planters’ livelihoods, especially smallholders."
2020 Budget: More tax relief for parents utilising childcare services,"Oct 11, 2019 @ 6:36pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: Parents who send their children to daycare centres and kindergartens will enjoy double the amount of individual tax relief, from the current RM1,000 to RM2,000."
2020 Budget: RM70 million for Digital Enhancement Centres nationwide [NSTTV],"Oct 11, 2019 @ 6:28pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The government has allocated RM70 million to build 14 one-stop Digital Enhancement Centres in all states to facilitate access to financing and capacity-building for businesses, especially small and medium-sized enterprises (SMEs)."
"BSH scheme to include single Malaysians above 40 earning under RM2,000 monthly","Oct 11, 2019 @ 6:22pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The Bantuan Sara Hidup (BSH) programme will be expanded to include single Malaysians aged 40 and above who earn less than RM2,000 a month."
2020 Budget: RM575 million for socio-economic aid programmes,"Oct 11, 2019 @ 6:19pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: RM575 million will be allocated in the 2020 Budget towards socio-economic aid that will benefit some 137,000 elderly people living below the poverty line."
"Services sector to expand 6.2 per cent next year, says Finance Ministry","Oct 11, 2019 @ 6:14pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The services sector is expected to expand by 6.1 per cent this year and 6.2 per cent next year, says the Finance Ministry."
2020 Budget: RM30 for each eligible Malaysian to spur e-wallet use,"Oct 11, 2019 @ 6:07pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The government will provide all eligible Malaysians a one-off RM30 incentive to speed up the adoption of e-wallet usage in the country.
2020 Budget: Govt allocates RM783m to repair dilapidated schools,"Oct 11, 2019 @ 6:02pm",GOVERNMENT / PUBLIC POLICY,"KUALA LUMPUR: The government is allocating about RM783 million to repair dilapidated schools, especially in Sabah and Sarawak."
2020 Budget: RM21.6 billion allocation for high speed nationwide connectivity,"Oct 11, 2019 @ 6:00pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The government will allocate RM21.6 billion to implement a five-year National Fiberisation and Connectivity Plan (NFCP) to ensure quality high speed connectivity nationwide.
"2020 Budget: #MalaysiaKerja initiative to provide jobs for youth, women [NSTTV]","Oct 11, 2019 @ 5:54pm",GOVERNMENT / PUBLIC POLICY,KUALA LUMPUR: The government will launch the Malaysians@Work or #MalaysiaKerja initiative with an allocation of RM6.5 billion to provide better job opportunities for youth and women.
